scan_id,organs_in_report,lost_by_threshold,retained_by_threshold
train_5358_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_2225_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_15861_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_1889_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_6793_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart']"
train_1403_a,"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'heart', 'lung']"
train_17841_a,"['esophagus', 'liver', 'trachea', 'gallbladder', 'heart', 'lung', 'stomach']",[],"['esophagus', 'liver', 'trachea', 'gallbladder', 'heart', 'lung', 'stomach']"
train_17289_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_9107_a,"['liver', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']",['gallbladder'],"['liver', 'trachea', 'aorta', 'heart', 'lung']"
train_19449_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_3144_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_10235_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_9851_a,"['trachea', 'heart', 'lung']",[],"['trachea', 'heart', 'lung']"
train_18350_b,"['lung', 'kidney', 'spleen']",[],"['lung', 'kidney', 'spleen']"
train_18350_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_17049_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']","['esophagus', 'liver', 'trachea']","['heart', 'lung']"
train_4288_a,"['trachea', 'kidney', 'aorta', 'gallbladder', 'heart', 'lung']","['trachea', 'kidney', 'aorta', 'gallbladder', 'heart', 'lung']",[]
train_15220_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_12151_a,"['esophagus', 'trachea', 'kidney', 'aorta', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'aorta', 'lung']"
train_16981_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_9565_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_9630_a,"['esophagus', 'liver', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']"
train_10173_a,"['esophagus', 'spleen', 'liver', 'trachea', 'gallbladder', 'pancreas', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'gallbladder', 'pancreas', 'heart', 'lung']"
train_9467_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_8509_a,"['esophagus', 'lung', 'spleen']",[],"['esophagus', 'lung', 'spleen']"
train_19065_a,"['trachea', 'lung']",[],"['trachea', 'lung']"
train_649_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_12945_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_19515_a,"['liver', 'lung', 'spleen']",[],"['liver', 'lung', 'spleen']"
train_5528_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_1297_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_3859_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_10270_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_19406_a,"['liver', 'esophagus', 'lung']",[],"['liver', 'esophagus', 'lung']"
train_9857_a,['lung'],[],['lung']
train_5354_a,"['liver', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung', 'stomach']",[],"['liver', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung', 'stomach']"
train_7043_c,"['rib', 'esophagus', 'spleen', 'liver', 'aorta', 'humerus', 'lung', 'stomach']",['humerus'],"['rib', 'esophagus', 'spleen', 'liver', 'aorta', 'lung', 'stomach']"
train_7043_b,"['rib', 'esophagus', 'trachea', 'heart', 'lung']",[],"['rib', 'esophagus', 'trachea', 'heart', 'lung']"
train_7043_a,"['rib', 'esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['rib', 'esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_5253_b,"['lung', 'aorta']",[],"['lung', 'aorta']"
train_5253_c,"['rib', 'esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['rib', 'esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_5253_a,"['esophagus', 'liver', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'aorta', 'heart', 'lung']"
train_17957_a,"['liver', 'trachea', 'kidney', 'heart', 'lung']",[],"['liver', 'trachea', 'kidney', 'heart', 'lung']"
train_2594_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_5704_a,"['trachea', 'lung']",[],"['trachea', 'lung']"
train_17690_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_1094_a,"['esophagus', 'heart', 'lung', 'aorta']",[],"['esophagus', 'heart', 'lung', 'aorta']"
train_7671_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_13886_a,"['esophagus', 'trachea', 'kidney', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'heart', 'lung']"
train_3422_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_3392_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_11061_b,"['esophagus', 'lung']",[],"['esophagus', 'lung']"
train_11061_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_19156_a,"['esophagus', 'spleen', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'heart', 'lung']"
train_4791_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_5904_b,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_5904_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_11495_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_5436_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_12050_b,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_12050_a,"['esophagus', 'trachea', 'kidney', 'aorta', 'gallbladder', 'heart', 'lung']",['gallbladder'],"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_15390_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_9095_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_19643_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_4226_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_2923_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_236_a,"['esophagus', 'liver', 'trachea', 'gallbladder', 'heart', 'lung']",['gallbladder'],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_8450_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_17011_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_616_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_2625_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_2625_b,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_17344_a,"['esophagus', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']"
train_3599_b,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_3599_a,"['liver', 'esophagus', 'lung']",[],"['liver', 'esophagus', 'lung']"
train_16367_a,"['spleen', 'liver', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']",[],"['spleen', 'liver', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']"
train_13014_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_5307_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_4779_a,"['trachea', 'aorta', 'gallbladder', 'heart', 'lung']",[],"['trachea', 'aorta', 'gallbladder', 'heart', 'lung']"
train_15431_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_5625_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_3053_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_9277_a,"['esophagus', 'heart', 'lung', 'aorta']",[],"['esophagus', 'heart', 'lung', 'aorta']"
train_2383_a,"['esophagus', 'spleen', 'trachea', 'heart', 'lung']",[],"['esophagus', 'spleen', 'trachea', 'heart', 'lung']"
train_646_a,"['trachea', 'aorta', 'gallbladder', 'heart', 'lung']",[],"['trachea', 'aorta', 'gallbladder', 'heart', 'lung']"
train_19900_a,"['heart', 'trachea', 'lung', 'aorta']",[],"['heart', 'trachea', 'lung', 'aorta']"
train_11853_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_11288_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_12698_a,"['rib', 'heart', 'lung', 'aorta']",[],"['rib', 'heart', 'lung', 'aorta']"
train_9770_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_4246_a,"['trachea', 'heart', 'lung']",[],"['trachea', 'heart', 'lung']"
train_4246_e,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_4246_d,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_4246_f,"['rib', 'esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['rib', 'esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_4246_c,"['heart', 'trachea', 'lung']",[],"['heart', 'trachea', 'lung']"
train_4246_b,"['esophagus', 'trachea', 'heart', 'lung', 'stomach']",[],"['esophagus', 'trachea', 'heart', 'lung', 'stomach']"
train_4686_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_15933_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_937_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_8954_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_19501_a,"['heart', 'lung', 'kidney']",[],"['heart', 'lung', 'kidney']"
train_16003_a,"['trachea', 'esophagus', 'lung']",[],"['trachea', 'esophagus', 'lung']"
train_8268_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_5676_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_6175_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_2710_a,"['esophagus', 'liver', 'trachea', 'aorta', 'gallbladder', 'lung']",['gallbladder'],"['esophagus', 'liver', 'trachea', 'aorta', 'lung']"
train_2710_b,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_6288_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_19993_a,"['rib', 'esophagus', 'spleen', 'liver', 'trachea', 'heart', 'lung']",[],"['rib', 'esophagus', 'spleen', 'liver', 'trachea', 'heart', 'lung']"
train_15003_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_9263_a,"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_18556_a,"['trachea', 'heart', 'lung', 'gallbladder']",[],"['trachea', 'heart', 'lung', 'gallbladder']"
train_18017_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_1580_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_17492_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_153_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_16063_a,"['esophagus', 'trachea', 'heart', 'lung']",[],"['esophagus', 'trachea', 'heart', 'lung']"
train_5963_a,"['esophagus', 'trachea', 'lung']",[],"['esophagus', 'trachea', 'lung']"
train_13698_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_9482_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_8213_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_8213_b,"['esophagus', 'trachea', 'kidney', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'heart', 'lung']"
train_19130_a,"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'gallbladder', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'gallbladder', 'lung']"
train_268_a,"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung']"
train_11954_a,"['esophagus', 'heart', 'lung', 'aorta']",[],"['esophagus', 'heart', 'lung', 'aorta']"
train_13319_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_1737_a,"['esophagus', 'trachea', 'kidney', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'heart', 'lung']"
train_3018_a,"['trachea', 'heart', 'lung']",[],"['trachea', 'heart', 'lung']"
train_5114_a,"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung']",['kidney'],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_11643_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_11075_a,"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_8735_a,"['rib', 'esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['rib', 'esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_8735_b,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_9454_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_2753_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_10438_a,"['esophagus', 'heart', 'lung', 'aorta']",[],"['esophagus', 'heart', 'lung', 'aorta']"
train_5925_a,"['heart', 'trachea', 'lung']",[],"['heart', 'trachea', 'lung']"
train_18079_a,"['heart', 'trachea', 'lung']",[],"['heart', 'trachea', 'lung']"
train_14736_a,"['liver', 'heart', 'trachea', 'lung']",[],"['liver', 'heart', 'trachea', 'lung']"
train_11349_a,"['heart', 'lung']",[],"['heart', 'lung']"
train_3440_a,"['esophagus', 'spleen', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'heart', 'lung']"
train_17227_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_8172_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_15030_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_15917_a,"['esophagus', 'trachea', 'kidney', 'heart', 'lung']",['kidney'],"['esophagus', 'trachea', 'heart', 'lung']"
train_18171_a,"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'pancreas', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'pancreas', 'heart', 'lung']"
train_11118_a,"['liver', 'lung']",[],"['liver', 'lung']"
train_12012_b,"['esophagus', 'spleen', 'liver', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'heart', 'lung']"
train_12012_c,"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_12012_d,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_12012_a,"['esophagus', 'spleen', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'heart', 'lung']"
train_1336_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_13933_a,"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'gallbladder', 'heart', 'lung']"
train_6521_c,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_6521_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_6521_b,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_19318_a,"['esophagus', 'spleen', 'liver', 'kidney', 'aorta', 'clavicula', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'kidney', 'aorta', 'clavicula', 'gallbladder', 'heart', 'lung']"
train_10402_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_10063_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_12030_b,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_12030_a,"['esophagus', 'trachea', 'kidney', 'heart', 'lung']",['kidney'],"['esophagus', 'trachea', 'heart', 'lung']"
train_3377_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_14619_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_14195_a,"['esophagus', 'liver', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'aorta', 'heart', 'lung']"
train_16821_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_19761_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_1713_a,"['heart', 'trachea', 'lung']",[],"['heart', 'trachea', 'lung']"
train_1713_b,"['heart', 'trachea', 'lung']",[],"['heart', 'trachea', 'lung']"
train_1713_d,"['trachea', 'heart', 'lung']",[],"['trachea', 'heart', 'lung']"
train_1713_c,"['trachea', 'heart', 'lung']",[],"['trachea', 'heart', 'lung']"
train_8353_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_10268_a,"['heart', 'trachea', 'lung', 'liver']",[],"['heart', 'trachea', 'lung', 'liver']"
train_1475_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_14224_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_4905_a,"['rib', 'liver', 'aorta', 'heart', 'lung']",[],"['rib', 'liver', 'aorta', 'heart', 'lung']"
train_15770_a,"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung', 'stomach']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung', 'stomach']"
train_10154_a,"['esophagus', 'heart', 'lung']",[],"['esophagus', 'heart', 'lung']"
train_9403_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_16655_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_17391_a,"['esophagus', 'spleen', 'trachea', 'aorta', 'lung']",[],"['esophagus', 'spleen', 'trachea', 'aorta', 'lung']"
train_11438_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_17273_a,"['heart', 'trachea', 'lung', 'spleen']",[],"['heart', 'trachea', 'lung', 'spleen']"
train_483_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_11246_a,"['liver', 'esophagus', 'lung']",[],"['liver', 'esophagus', 'lung']"
train_10149_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_11896_a,"['esophagus', 'spleen', 'trachea', 'gallbladder', 'lung']",[],"['esophagus', 'spleen', 'trachea', 'gallbladder', 'lung']"
train_13653_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_3644_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_2503_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_5295_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_3240_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_10664_a,"['heart', 'trachea', 'lung']",[],"['heart', 'trachea', 'lung']"
train_3598_a,"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'gallbladder', 'pancreas', 'heart', 'lung']","['spleen', 'kidney', 'gallbladder', 'pancreas']","['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_16397_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_9270_a,"['esophagus', 'trachea', 'kidney', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'heart', 'lung']"
train_4834_a,"['trachea', 'lung', 'aorta']",[],"['trachea', 'lung', 'aorta']"
train_17901_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_18305_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_2580_b,"['esophagus', 'trachea', 'heart', 'lung']",[],"['esophagus', 'trachea', 'heart', 'lung']"
train_2580_a,"['heart', 'trachea', 'lung']",[],"['heart', 'trachea', 'lung']"
train_18779_a,"['trachea', 'heart', 'lung']",[],"['trachea', 'heart', 'lung']"
train_13655_a,"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_7566_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_7566_b,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_8643_a,"['liver', 'esophagus', 'trachea', 'lung']",[],"['liver', 'esophagus', 'trachea', 'lung']"
train_8643_b,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_15034_a,"['esophagus', 'heart', 'lung']",[],"['esophagus', 'heart', 'lung']"
